ID,lb,ub,pfba_wt,pfba_sec_met
CYTDK2,0.0,2.942046606335698e-11,0.0,0.0
XPPT,0.0,1.471023303167842e-11,0.0,0.0
HXPRT,0.0,1.4710233031678457e-11,0.0,0.0
NDPK5,-1.17681864253419e-10,4.70727457013756e-10,0.0,0.0
SHK3Dr,2.1618431435198167,2.161843143524125,2.161843143519816,2.1618431435198167
NDPK6,-0.20926837104727525,-0.2092683704588659,-0.20926837092959338,-0.20926837092959338
NDPK8,-1.1768186425341871e-10,4.707274570137791e-10,0.0,0.0
DHORTS,-3.0933934392613596,-3.093393439254635,-3.0933934392546374,-3.093393439254636
OMPDC,3.0933934392546365,3.0933934392609976,3.093393439254638,3.0933934392546374
PYNP2r,-1.1768186425341827e-10,1.4710233031678438e-11,0.0,0.0
G5SD,1.9701417995466386,1.9701417995743287,1.9701417995466386,1.9701417995466386
CS,271.3442169715291,271.3442169716705,22.112307218664668,271.34421697162
ICDHyr,96.51563960588518,96.51563960624394,22.112307218664665,96.51563960619559
ALATA_L2,0.0,1.882909828054571e-10,0.0,0.0
DURIPP,-8.463023177339223e-12,1.17681864253419e-10,0.0,0.0
ACALD,-1.805615052658849e-11,4.70727457013686e-10,0.0,0.0
PTRCTA,0.0,1.4710233031678422e-11,0.0,0.0
ACS,0.0,2.942046606335705e-11,0.0,0.0
CYSDS,517.8541218649373,517.8541218650455,0.0,517.8541218651184
MAN6PI,-1.5705688385593165e-11,0.0,0.0,0.0
PPA,372.47669355392264,372.47669355393396,22.819538823077238,372.4766935539269
APRAUR,0.00369418997468569,0.0036941899749227554,0.0036941899746887503,0.0036941899746887503
TRPAS2,-0.2528172729846652,57.55090407914694,-0.25281727298306206,0.0
PPCK,0.0,5.008005823292187e-12,0.0,0.0
ME1,0.0,5.00800582329219e-12,0.0,0.0
DB4PS,0.00738837994937138,0.007388379949845512,0.007388379949377502,0.0073883799493775
ALAR,0.34524938682711487,0.34524938690724294,0.34524938682711487,0.34524938682711487
RBFK,0.001847094987342314,0.0018470949923503198,0.0018470949873453744,0.001847094987345374
ALATA_L,-1000.0,989.2554891990187,-7.235588146611805,-7.235588146611805
XYLK,0.0,-5.48097591657831e-12,0.0,0.0
RBK,0.0,-6.0804576574540524e-12,0.0,0.0
GLYK,0.0,-6.485821501284376e-12,0.0,0.0
PPM,-1000.0,-0.0036941899807349525,-0.003694189974683887,-0.003694189974501561
ASPTA,-371.0525719030289,-371.05257190262813,-21.395417171774213,-371.0525719026224
ACP1_FMN,0.0,-6.048617842982786e-12,0.0,0.0
RBFSb,0.0036941899746856903,0.003694189974399365,0.0036941899746887503,0.0036941899746887503
NDP3,0.0,-6.048617842982775e-12,0.0,0.0
CDPPH,0.0,-6.048617842982787e-12,0.0,0.0
NDP7,0.0,-6.04861784298278e-12,0.0,0.0
FBP,0.0,-6.79143056054206e-12,0.0,0.0
EX_pi_e,-8.053105005383507,-8.053105005276127,-8.053105005272212,-8.053105005274576
GLGC,0.0,-6.048617842982798e-12,0.0,0.0
ALATA_D2,0.0,-3.871115419508959e-11,0.0,0.0
PYK,0.0,588.2941464299057,11.274184800825514,3.772414042501156
SHCHD2,0.0018470949873433764,0.0018470949873433764,0.0018470949873433764,0.0018470949873433764
EX_co2_e,999.9999999999229,1000.0,206.64121952467127,1000.0
A5PISO,0.32230565088567487,0.32230565088666596,0.32230565088567487,0.32230565088567487
PMDPHT,0.00369418997468569,0.003694189976251538,0.0036941899746887503,0.00369418997468875
CPPPGO,0.0018470949840948478,0.001847094988067178,0.0018470949873433768,0.0018470949873433768
EX_met__L_e,0.0,8.499576354179153e-12,0.0,0.0
GTHOr,0.0,5.290986280477025e-10,0.0,0.0
ILETA,-2.4156806633655195,-2.415680663360988,-2.415680663360988,-2.415680663360988
DHORD5,0.0,3.0933934392651135,0.0,3.0933934392546365
EX_metsox_S__L_e,0.0,8.23499810190899e-12,0.0,0.0
GLYCTO2,0.0,140.13427462138276,2.572012062586907,140.1342746210675
VALTA,-1000.0,989.2554891990291,-3.508922654367868,-3.508922654367868
GLYCTO3,0.0,140.13427462142704,0.0,0.0
IPPMIb,-3.579076420539236,-3.57907642053656,-3.57907642053656,-3.57907642053656
GLYCTO4,0.0,140.13427462142693,0.0,0.0
ORPT,-3.093393439256691,-3.0933934392546365,-3.093393439254638,-3.0933934392546365
RBFSa,0.00738837994937138,0.0073883799523845545,0.007388379949377501,0.0073883799493775
ACHBS,2.4156806633609875,2.4156806633666283,2.4156806633609875,2.4156806633609875
PFK_3,0.0,2.908963021889618e-10,11.198226159305968,0.0
DHAD2,2.415680663360988,2.415680663366692,2.415680663360988,2.415680663360988
ACLS,7.087999074904415,7.08799907491809,7.087999074904428,7.087999074904428
TRPS2,0.0,57.80372135216693,0.0,0.0
PSCVT,2.1618431435198158,2.1618431435244254,2.161843143519816,2.161843143519816
G3PD5,0.0,2.0141855005958814e-10,0.0,0.0
G1PP,0.0,3.147164844681023e-11,0.0,0.0
PFL,999.9833761450299,999.9833761451683,0.0,999.9833761451141
EX_acgam_e,0.0,4.662466436564475e-12,0.0,0.0
ANS,0.25281727298306206,0.25281727298635315,0.25281727298306206,0.25281727298306206
FRD2,0.0,910.7035559644967,0.0,0.0
FRD3,0.0,910.7035559644967,0.0,0.0
ANPRT,0.2528172729830621,0.2528172729854132,0.2528172729830621,0.2528172729830621
POX,0.0,2.0554540602447818e-11,0.0,0.0
CHORM,1.901637490587381,1.9016374905906734,1.901637490587381,1.901637490587381
PTAr,998.402085529999,998.4020855301337,85.9750846774078,998.4020855301109
CHORS,2.161843143519816,2.1618431435230794,2.161843143519816,2.161843143519816
IGPS,0.252817272983062,0.25281727298539186,0.252817272983062,0.252817272983062
ACKr,-998.4020855301269,-998.4020855299528,-85.9750846774078,-998.402085530111
EX_cellb_e,-575.6943385694988,0.0,-58.48956099933751,-575.6943385694473
EX_crn_e,-6.840191634852913e-13,0.0,0.0,0.0
EX_hxan_e,0.0,1.974726622288385e-12,0.0,0.0
EX_ile__L_e,0.0,3.949453244576772e-12,0.0,0.0
EX_chol_e,0.0,0.0,0.0,0.0
EX_fe3_e,705.2236365725646,705.2236365729748,0.0,705.2236365716216
LEUTAi,3.57907642053656,3.579076420543246,3.57907642053656,3.57907642053656
EX_lac__L_e,0.0,2.9946823699735705e-11,0.0,0.0
EX_leu__L_e,0.0,6.685802500406142e-12,0.0,0.0
EX_glcn_e,999.9999999994466,1000.0,0.0,999.9999999974048
EX_no3_e,-687.2247982062856,-687.2247982057366,-80.30731095059309,-687.224798205413
EX_h_e,999.9999999999228,1000.0,0.0,1000.0
DMATT,0.002302656531307038,0.0023026565316992547,0.002302656531307038,0.002302656531307038
EX_orn_e,0.0,4.203143943626329e-12,0.0,0.0
