ID,lb,ub,pfba_wt,pfba_sec_met
CYTDK2,0.0,2.128371553074731e-12,0.0,0.0
XPPT,0.0,1.0641857765373662e-12,0.0,0.0
HXPRT,0.0,1.0541542970988576e-12,0.0,0.0
NDPK5,-3.163818137773849e-12,0.791454479970664,0.0,0.0
SHK3Dr,30.692975685183413,30.692975685183896,8.64737257407926,30.692975685183196
NDPK6,-0.8370734837215372,1.0443176349160927e-12,-0.8370734837183735,9.840803744653465e-17
NDPK8,-3.12322742737639e-12,0.8129066724952637,0.0,0.0
DHORTS,-12.37357375701944,-12.373573757018542,-12.373573757018546,-12.373573757018546
OMPDC,12.373573757018544,12.373573757019173,12.373573757018551,12.373573757018551
PYNP2r,-3.0871765616581275e-12,1.0460280947779737e-12,0.0,0.0
G5SD,7.88056719818655,7.880567198188642,7.880567198186554,7.880567198186557
CS,300.99653992698956,301.0297876367887,28.895700510406044,300.9965399270212
ICDHyr,211.10575346838326,301.0297876367888,28.89570051040605,211.105753468395
ALATA_L2,0.0,503.40318482664344,0.0,0.0
DURIPP,-1.2056773014046335e-12,-1.3919670917325196e-11,0.0,0.0
ACALD,-7.234063808427845e-12,1000.0,-9.097764111959204e-15,0.0
PTRCTA,0.0,8.881399378624171e-14,0.0,0.0
ACS,0.0,2.5579538487363703e-13,0.0,0.0
CYSDS,0.0,2.557953848736422e-13,0.0,0.0
MAN6PI,-4.6384689543298795e-28,0.0,0.0,0.0
PPA,245.5973770700357,245.5973770700361,91.27815529230772,245.5973770700361
APRAUR,0.014776759898745823,0.014776759898754712,0.014776759898755001,0.014776759898755001
TRPAS2,-1.0112690919325755,-1.011269091932017,-1.0112690919322482,-1.0112690919322482
PPCK,0.0,2.342818246657006e-13,0.0,0.0
ME1,0.0,2.342818246657013e-13,0.0,0.0
DB4PS,0.029553519797491646,0.029553519797509756,0.029553519797510006,0.029553519797510006
ALAR,1.3809975473084595,580.3742444674929,1.3809975473084595,1.3809975473084621
RBFK,0.0073883799493723165,0.007388379923776473,0.0073883799493814975,0.0073883799493814975
ALATA_L,-1000.0,957.0219567960855,-28.94235258644722,-28.942352586447228
XYLK,0.0,-2.520374814059806e-11,0.0,0.0
RBK,0.0,-2.5203748140598037e-11,0.0,0.0
GLYK,0.0,-2.5203748140598344e-11,0.0,0.0
PPM,-1000.0,-66.15158609323346,-0.014776759898735843,-66.15158609321008
ASPTA,-788.9164116714306,-85.58166868709706,-85.58166868709507,-85.58166868709652
ACP1_FMN,0.0,-4.9926763071153284e-12,0.0,0.0
RBFSb,0.014776759898742761,0.014776759898483946,0.014776759898755001,0.014776759898755001
NDP3,0.0,-5.086022794250092e-12,0.0,0.0
CDPPH,0.0,-5.086022794250106e-12,0.0,0.0
NDP7,0.0,-5.086022794250095e-12,0.0,0.0
FBP,0.0,-5.086022794250101e-12,0.0,0.0
EX_pi_e,-32.21242002108329,-32.21242002109079,-32.21242002108607,-32.21242002108819
GLGC,0.0,-5.086022794250099e-12,0.0,0.0
ALATA_D2,0.0,503.40318482664696,0.0,0.0
PYK,0.0,854.3264227738166,38.50507421528658,176.2302640134688
SHCHD2,0.007388379949373506,0.007388379949373506,0.007388379949373506,0.007388379949373506
EX_co2_e,1000.0000000001014,1000.0,803.093130560478,1000.0
A5PISO,1.2892226035426995,1.2892226035422965,1.2892226035426995,1.2892226035426995
PMDPHT,0.014776759898742761,0.014776759898316437,0.014776759898755001,0.014776759898755001
CPPPGO,0.007388379953595134,0.007388379949092908,0.007388379949373507,0.007388379949373507
EX_met__L_e,0.0,-2.4973379155091933e-12,0.0,0.0
GTHOr,0.0,254.76973872649097,0.0,0.0
ILETA,-9.662722653432693,-9.662722653443952,-9.662722653443952,-9.662722653443952
DHORD5,0.0,12.373573757016652,12.37357375701855,12.37357375701855
EX_metsox_S__L_e,0.0,-7.669398827372624e-12,0.0,0.0
GLYCTO2,0.0,1000.0,0.022165139848115762,0.022165139848259772
VALTA,-1000.0,957.0219567960744,-14.035690617471472,-14.035690617471472
GLYCTO3,0.0,1000.0,0.0,0.0
IPPMIb,-14.316305682113711,-14.31630568214624,-14.31630568214624,-14.31630568214624
GLYCTO4,0.0,727.9024074947201,0.0,0.0
ORPT,-12.37357375700635,-12.373573757018546,-12.373573757018551,-12.373573757018551
RBFSa,0.029553519797485522,0.02955351979571064,0.029553519797510003,0.029553519797510003
ACHBS,9.66272265344395,9.662722653438152,9.66272265344395,9.66272265344395
PFK_3,0.0,153.95863087370924,4.3236862870395525,1.0505788356933223e-12
DHAD2,9.662722653443952,9.662722653439712,9.662722653443952,9.662722653443952
ACLS,28.351996299617625,28.351996299607535,28.351996299617714,28.351996299617714
TRPS2,0.0,-3.372709519074604e-12,0.0,0.0
PSCVT,30.69297568518341,30.69297568518262,8.64737257407926,30.692975685183196
G3PD5,0.0,993.7046891261045,0.0,0.0
G1PP,0.0,3.0653360644493075e-13,0.0,0.0
PFL,999.933504580556,1000.0,0.0,999.9335045804555
EX_acgam_e,0.0,5.254861824770224e-14,0.0,0.0
ANS,1.0112690919322482,1.0112690919322898,1.0112690919322482,1.0112690919322482
FRD2,0.0,727.9024074947324,0.0,0.0
FRD3,0.0,727.9024074947293,0.0,0.0
ANPRT,1.0112690919322485,1.0112690919303802,1.0112690919322485,1.0112690919322485
POX,0.0,-1.3699022205320073e-11,0.0,0.0
CHORM,7.606549962349524,7.606549962346363,7.606549962349524,7.606549962349524
PTAr,993.6083421205028,993.608342120431,620.4968313147341,993.6083421204447
CHORS,30.69297568518341,30.69297568518024,8.647372574079261,30.692975685183196
IGPS,1.011269091932248,1.0112690919303802,1.011269091932248,1.011269091932248
ACKr,-993.6083421204062,-993.6083421204654,-620.4968313147341,-993.6083421204448
EX_cellb_e,-566.6110938277283,0.0,-278.1016804700157,-489.631778390917
EX_crn_e,1.8708515456565577e-12,0.0,0.0,0.0
EX_hxan_e,0.0,-1.5202230252150715e-12,0.0,0.0
EX_ile__L_e,0.0,-5.13959245533137e-12,0.0,0.0
EX_chol_e,0.0,0.0,0.0,0.0
EX_fe3_e,4.150183188017413e-12,919.6776748200085,0.0,0.0
LEUTAi,14.31630568214624,14.316305682131787,14.31630568214624,14.31630568214624
EX_lac__L_e,0.0,250.74692916955235,0.0,0.0
EX_leu__L_e,0.0,-2.4388999265075287e-11,0.0,0.0
EX_glcn_e,0.0,1000.0,0.0,0.0
EX_no3_e,-1000.0,-572.9806724145275,-367.1504300388601,-698.694135175699
EX_h_e,497.1461489552219,1000.0,184.75412013212454,916.8238237753116
DMATT,0.009210626125228152,0.00921062612439962,0.009210626125228152,0.009210626125227587
EX_orn_e,0.0,-1.0592560509019801e-11,0.0,0.0
GRTT,0.009210626125228152,0.00921062612439962,0.009210626125228152,0.009210626125227585
EX_gln__L_e,0.0,0.0,0.0,0.0
UPP3S,0.014776759898747011,0.014776759897556835,0.014776759898747011,0.014776759898747011
EX_pro__L_e,0.0,-1.5132229298599727e-11,0.0,0.0
EX_glyc_e,0.0,8.940722861700102e-12,0.0,0.0
UPPDC1,0.007388379949373507,0.007388379949703699,0.007388379949373507,0.007388379949373507
EX_man_e,0.0,0.0,0.0,0.0
TMDPP,0.0,4.201092088290878e-12,0.0,0.0
EX_ade_e,0.0,9.486336973560047e-13,0.0,0.0
EX_mn2_e,-1.1168050415487154,-1.1168050415487154,-1.1168050415487154,-1.1168050415487154
EX_4abut_e,0.0,0.0,0.0,0.0
EX_ac_e,1000.0000000000149,1000.0,626.8884891942891,1000.0
EX_akg_e,0.0,7.351911154509046e-12,0.0,0.0
EX_ala__L_e,0.0,167.61795034831485,0.0,0.0
EX_arg__L_e,0.0,1.6337580343353435e-12,0.0,0.0
EX_asp__L_e,0.0,1.4703822309018163e-11,0.0,0.0
EX_pyr_e,0.0,250.74692916981962,0.0,0.0
EX_succ_e,0.0,9.180592859254142e-12,0.0,0.0
EX_thymd_e,0.0,1.412398901423693e-12,0.0,0.0
EX_rib__D_e,0.0,0.0,0.0,0.0
EX_tyr__L_e,0.0,1.4123989014236967e-12,0.0,0.0
EX_cytd_e,0.0,9.180592859254058e-13,0.0,0.0
EX_dcyt_e,0.0,0.0,0.0,0.0
MOAT,0.6446113017713496,0.6446113017714538,0.6446113017713496,0.6446113017713496
EX_fum_e,0.0,9.18059285925414e-12,0.0,0.0
EX_sbt__D_e,0.0,0.0,0.0,0.0
EX_glu__L_e,0.0,4.590296429627023e-12,0.0,0.0
UDCPDPS,0.0018222461758546447,0.0018222461758546568,0.0018222461758546447,0.0018222461758540785
ECOAH6,9.373730445625677,9.373730445619941,9.373730445619717,9.373730445619724
USHD,0.6446113017713496,0.6446113017710111,0.6446113017713496,0.6446113017713496
EX_gua_e,0.0,-1.3023623032482682e-12,0.0,0.0
ENO,917.8890140695306,917.9222617792243,945.8244771809217,917.889014069515
FBA,9.927602708701682e-12,153.95863087360908,0.0,0.0
HCO3E,37.45357714259487,37.45357714252055,15.407974031488568,37.45357714259314
MGSA,0.0,-4.494409233398752e-11,0.0,0.0
IMPC,-12.829528824401972,-12.829528824405656,-12.829528824403166,-12.829528824403956
IMPD,6.19382841442915,6.193828414401728,6.193828414424196,6.19382841442434
PPS,0.0,-4.494409233398725e-11,0.0,0.0
ECOAH4,11.952175652711077,11.952175652699763,11.952175652705115,11.952175652705122
LPADSS,0.6446113017713496,0.6446113017704379,0.6446113017713496,0.6446113017713496
GLUTRS,0.11821407918997608,0.1182140791798461,0.11821407918997608,0.11821407918997608
TDSK,0.6446113017713496,0.6446113017704379,0.6446113017713496,0.6446113017713496
PGI,-1000.0,383.96911682510495,491.96696693774334,230.0104859515981
TMPPP,0.0,-1.2521774761041027e-11,0.0,0.0
EX_btn_e,-6.626349730379825e-05,-6.626350393297312e-05,-6.626349730379825e-05,-6.626349730379825e-05
PGK,-1000.0000000000002,-1000.0000000000265,-1000.0000000000002,-1000.0000000000002
EX_ptrc_e,0.0,-1.0245088440851725e-11,0.0,0.0
EDA,749.2530708303658,1000.0,32.01405127427081,749.253070830237
EX_spmd_e,0.0,-2.5152998671539664e-12,0.0,0.0
EX_thym_e,0.0,-1.0061199468615707e-11,0.0,0.0
EX_xtsn_e,0.0,-2.071423420009141e-12,0.0,0.0
NTPP1,0.0,-9.9228745426828e-12,0.0,0.0
URIK1,0.0,-6.111572789193261e-11,0.0,0.0
URIK2,0.0,-6.116040313161968e-11,0.0,0.0
NTPP2,0.0,-2.0386772689229823e-12,0.0,0.0
PGL,246.39921978588188,1000.0,64.23639400228816,749.253070830236
NTPTP1,0.0,-2.038677268922987e-12,0.0,0.0
NTPTP2,0.0,-1.805318733987844e-12,0.0,0.0
CYTDK1,0.0,-4.300659730294733e-11,0.0,0.0
RPE,-72.92130241124204,-72.9213024112622,0.0,-72.92130241125129
DHQTi,30.69297568518341,30.692975685173465,8.64737257407926,30.6929756851832
IPMD,14.316305682146242,14.316305682103168,14.316305682146242,14.316305682146242
AIRC3,-12.829528824402393,-12.829528824405253,-12.82952882440317,-12.829528824403958
TALA,-175.07279423675465,-21.114163363039378,0.0,-21.114163363035093
PUNP1,-66.15158609321576,-66.15158609325428,-0.014776759898747013,-66.15158609321008
PUNP2,-2.9871409939732286e-12,-6.476904220388347e-11,0.0,0.0
PUNP3,-4.4807114909597236e-12,-4.23018227903243e-12,0.0,0.0
ADSL2r,12.829528824402741,12.8295288244029,12.829528824403168,12.829528824403955
TKT1,-21.11416336303705,-21.114163363038347,4.323686287039452,-21.114163363034045
EX_fe2_e,-921.9259665770342,-2.248291756886895,-2.2482917568720793,-2.248291756872079
PUNP5,-5.8457925965034936e-12,-1.481575633397838e-11,0.0,0.0
PUNP6,-5.446665400172783e-13,-1.4815756333978198e-11,0.0,0.0
PUNP7,-6.61162288447215e-12,-7.407878166989156e-12,0.0,0.0
G6PDA,0.0,-1.4815756333978272e-11,0.0,0.0
RNDR1,0.0,0.8129066724719997,0.0,0.0
ALCD2x,-1.851866236058798e-11,0.0,0.0,0.0
RNDR3,0.0,0.9013785679606116,0.0,0.0
RNDR4,0.0,0.8370734836912903,0.0,0.8370734837183735
ALDD2y,0.0,-8.321876521222245e-12,0.0,0.0
TMDS,0.8370734837183733,0.8370734837123676,0.8370734837183734,0.8370734837183734
RMI,0.0,0.0,0.0,0.0
TMDK1,0.0,-9.421521869149662e-12,0.0,0.0
LYSAM,0.0,0.0,0.0,0.0
PPCDC,0.08360696402699437,0.08360696402677102,0.08360696402727151,0.08360696402737423
FTHFD,0.0,-9.0963055077254e-12,10.265883110500404,0.0
EX_glc__D_e,-1000.0,0.0,0.0,0.0
DHAD1,28.35199629961775,28.351996299590393,28.351996299617717,28.351996299617717
IPPMIa,-14.316305682152414,-14.316305682146242,-14.316305682146242,-14.316305682146242
EX_alltn_e,0.0,0.0,0.0,0.0
G3PD7,0.0,727.9024074946628,0.0,0.0
EDD,749.2530708303833,1000.0,32.01405127427081,749.253070830237
EX_ura_e,0.0,-3.8303699272039265e-12,0.0,0.0
NADH9,0.0,727.9024074946533,0.0,0.0
EX_val__L_e,0.0,-1.1668019188428393e-10,0.0,0.0
NADH10,0.0,1000.0,0.0,0.0
ADK4,4.409329737902839e-11,0.0,0.0,0.0
INSK,0.0,-1.3991727585608111e-11,0.0,0.0
MDH,-1000.0,1000.0,0.0,61.058732963103274
ABTA,0.0,-1.399172758560811e-11,0.0,0.0
EX_xan_e,0.0,0.0,0.0,0.0
FUM,296.6652570157778,1000.0,24.564417599026694,296.66525701564314
FMNAT,0.0073883799493814975,0.00738837994895366,0.0073883799493814975,0.0073883799493814975
PYDXNK,3.304998558145466e-11,0.007388379935381779,-1.1031306287291475e-18,0.0073883799493735065
PYAM5PO,0.0,503.4031848263601,0.0,0.0
SSALx,0.0,-4.682427946101535e-12,0.0,0.0
ASPT,0.0,703.3347429843591,0.0,0.0
OHPBAT,8.255787634488262e-11,-5.2828469054665195e-11,0.0,0.0
SERD_L,0.0,-1.762059015136908e-11,0.0,0.0
EX_dgsn_e,0.0,-1.3215442613526499e-12,0.0,0.0
NADDP,0.0,-8.810295075684484e-12,0.0,0.0
EX_arab__L_e,0.0,0.0,0.0,0.0
EX_fru_e,-502.8538510447213,0.0,0.0,0.0
THRD,0.0,-8.810295075684498e-12,0.0,0.0
HEX4,0.0,-1.7620590151368932e-11,0.0,0.0
EX_gal_e,0.0,0.0,0.0,0.0
NMNAT,0.0,1.0641857765373664e-12,0.0,0.0
EX_xyl__D_e,0.0,0.0,0.0,0.0
