ID,lb,ub,pfba_wt,pfba_sec_met
GLCNtex,-841.5988873273734,-841.5988873272958,0.0,-841.5988873276474
PYK,0.0,168.66130938540107,11.274184800825514,0.0
NH4tex,-834.3331991307265,-834.3331991307523,0.0,-834.3331991308606
NADPHQR2,0.0,1000.0,0.0,0.0
H2Stex,-186.46888424494597,-186.4688842449624,0.0,-186.46888424496507
DHAtex,-439.909124744483,-355.1458798981097,0.0,-439.90912474613
DHAtpp,-439.9091247458916,-355.145879897797,0.0,-439.90912474613
NO3R2pp,0.0,1000.0,80.30731095059308,579.0044600556452
NO3t7pp,0.0,1000.0,80.30731095059309,579.0044600556452
TKT2,-186.69601342662492,-186.69601342663492,6.469912238161276,-186.6960134265691
PSCVT,273.9902173071081,273.99021730710393,2.161843143519816,273.9902173071083
SHK3Dr,273.990217307108,273.9902173071091,2.161843143519816,273.9902173071083
CHORS,273.9902173071081,273.99021730710547,2.161843143519816,273.9902173071083
PGI,-547.2361431668656,537.527101680587,81.13809333165688,420.5336223234683
NO3tex,999.999999999933,1000.0,80.30731095059309,1000.0000000000828
NTRIR3pp,44.56372889251004,1000.0,0.0,478.66410757537744
PPA,566.4762871502538,566.4762871501975,22.81953882307724,566.4762871502545
ADK1,-1000.0,1000.0,15.841006103653164,559.4977544308308
NO3R2bpp,0.0,1000.0,0.0,420.9955399444375
GLCDpp,841.598887328155,841.5988873276456,0.0,841.5988873276474
